trial,opt1Chosen,blueRewarded,reactionTime,chosenOptionRewarded,stableBlock,pointsWon,trueProbability,subnr,blueReward,greenReward
149,1,1,0.318259725,1,0,66,0.8,1,66,62
150,1,1,1.702706684,1,0,45,0.2,1,45,94
151,1,0,0.389207597,0,0,0,0.2,1,15,79
152,1,0,0.663842129,0,0,0,0.2,1,78,76
153,1,0,0.615304416,0,0,0,0.2,1,54,33
154,1,0,0.698619126,0,0,0,0.2,1,9,53
155,1,0,0.432326159,0,0,0,0.2,1,91,65
156,1,0,0.354177231,0,0,0,0.2,1,87,52
157,1,1,0.462805496,1,0,6,0.2,1,6,67
158,1,0,0.36092158,0,0,0,0.2,1,65,24
159,1,0,0.31483072,0,0,0,0.2,1,89,99
160,1,0,0.394591158,0,0,0,0.2,1,35,9
161,1,1,0.327664826,1,0,67,0.2,1,67,42
162,1,0,0.327490192,0,0,0,0.2,1,46,99
163,1,0,0.284281182,0,0,0,0.2,1,45,49
164,1,0,0.580634729,0,0,0,0.2,1,2,62
165,1,0,0.482827778,0,0,0,0.2,1,87,2
166,1,0,0.392674583,0,0,0,0.2,1,94,77
167,1,0,0.489495233,0,0,0,0.2,1,48,75
168,1,0,0.407132003,0,0,0,0.2,1,57,22
169,1,1,1.008176735,1,0,100,0.2,1,100,40
170,1,1,1.045618632,1,0,41,0.2,1,41,27
171,1,0,0.653889542,0,0,0,0.2,1,22,8
172,1,1,0.45724763,1,0,87,0.2,1,87,23
173,1,1,0.610283867,1,0,69,0.2,1,69,49
174,1,1,0.740001652,1,0,18,0.8,1,18,52
175,0,1,1.956592455,0,0,0,0.8,1,1,84
176,1,1,0.428590642,1,0,17,0.8,1,17,42
177,1,1,0.422312333,1,0,21,0.8,1,21,41
178,1,0,0.315363814,0,0,0,0.8,1,91,96
179,1,1,0.443372677,1,0,71,0.8,1,71,34
180,1,1,0.373513197,1,0,14,0.8,1,14,14
181,1,1,0.552209979,1,0,43,0.8,1,43,70
182,1,1,0.449525805,1,0,67,0.8,1,67,93
183,1,0,0.413534779,0,0,0,0.8,1,33,49
184,1,0,0.484196599,0,0,0,0.8,1,60,51
185,1,1,0.311248571,1,0,22,0.8,1,22,1
186,1,1,0.374901336,1,0,19,0.8,1,19,19
187,1,0,0.609753062,0,0,0,0.8,1,21,78
188,1,1,0.429605494,1,0,72,0.8,1,72,62
189,1,0,0.50983553,0,0,0,0.8,1,26,80
190,1,1,0.966093396,1,0,28,0.8,1,28,84
191,1,1,0.529828513,1,0,49,0.8,1,49,69
192,1,1,0.729073987,1,0,23,0.8,1,23,9
193,1,1,0.511500869,1,0,36,0.8,1,36,81
194,1,1,1.006189322,1,0,64,0.8,1,64,14
195,1,0,3.688654185,0,0,0,0.8,1,75,57
196,1,0,3.428738437,0,0,0,0.8,1,50,58
197,1,1,0.611997864,1,0,62,0.8,1,62,2
198,1,1,1.126311934,1,0,32,0.8,1,32,94
199,1,0,2.699631219,0,0,0,0.8,1,31,62
0,1,1,1.147536307,1,1,27,0.75,3,27,15
1,1,1,0.688272753,1,1,78,0.75,3,78,85
2,1,1,0.816228834,1,1,64,0.75,3,64,29
3,0,1,0.762924893,0,1,0,0.75,3,73,91
4,1,1,0.736285148,1,1,90,0.75,3,90,12
5,1,0,0.734910795,0,1,0,0.75,3,77,62
6,0,1,0.949540755,0,1,0,0.75,3,21,29
7,0,1,0.690868719,0,1,0,0.75,3,5,51
8,0,0,0.770197523,1,1,54,0.75,3,16,54
9,1,1,0.751536752,1,1,72,0.75,3,72,6
10,0,1,0.516845708,0,1,0,0.75,3,13,44
11,1,1,0.748328017,1,1,23,0.75,3,23,22
12,0,0,0.73827076,1,1,92,0.75,3,46,92
13,0,1,0.640840224,0,1,0,0.75,3,47,70
14,0,1,0.491653667,0,1,0,0.75,3,9,12
15,0,1,0.492204253,0,1,0,0.75,3,51,36
16,0,1,0.676956453,0,1,0,0.75,3,8,31
17,0,1,0.510282441,0,1,0,0.75,3,17,31
18,1,1,0.502202647,1,1,75,0.75,3,75,57
19,0,1,0.518308505,0,1,0,0.75,3,34,80
20,0,1,0.469588256,0,1,0,0.75,3,31,47
21,0,1,0.582203987,0,1,0,0.75,3,82,80
22,1,1,0.570838183,1,1,99,0.75,3,99,42
23,1,1,0.824327947,1,1,97,0.75,3,97,74
24,1,1,0.883499073,1,1,58,0.75,3,58,36
25,0,1,0.885589731,0,1,0,0.75,3,24,95
26,0,1,0.54216151,0,1,0,0.75,3,30,76
27,1,1,0.732898016,1,1,68,0.75,3,68,2
28,0,1,0.70763202,0,1,0,0.75,3,58,76
29,0,0,0.483587758,1,1,92,0.75,3,20,92
30,1,1,0.659541444,1,1,96,0.75,3,96,35
31,1,1,0.493535742,1,1,34,0.75,3,34,8
32,0,1,0.510221466,0,1,0,0.75,3,15,86
33,0,1,0.358572062,0,1,0,0.75,3,33,10
34,0,0,0.604172503,1,1,55,0.75,3,12,55
35,0,1,0.728259085,0,1,0,0.75,3,78,92
36,1,0,0.526930433,0,1,0,0.75,3,80,53
37,1,1,0.397577964,1,1,59,0.75,3,59,6
38,0,1,0.417550603,0,1,0,0.75,3,8,45
39,0,1,0.452915512,0,1,0,0.75,3,20,70
40,0,0,0.510872571,1,1,27,0.75,3,78,27
41,0,1,0.622937414,0,1,0,0.75,3,36,90
42,1,0,0.722256667,0,1,0,0.75,3,84,46
43,1,1,0.488873266,1,1,14,0.75,3,14,24
44,1,0,0.73761543,0,1,0,0.75,3,70,20
45,0,1,0.600276138,0,1,0,0.75,3,20,85
46,0,0,0.764234045,1,1,75,0.75,3,40,75
47,0,1,0.537589893,0,1,0,0.75,3,34,67
48,1,1,0.560210418,1,1,93,0.75,3,93,11
49,0,1,1.094175618,0,1,0,0.75,3,84,84
50,0,1,0.786903773,0,1,0,0.75,3,63,46
51,0,0,0.774926709,1,1,66,0.75,3,87,66
52,0,1,0.452241768,0,1,0,0.75,3,22,91
53,1,1,0.734193584,1,1,7,0.75,3,7,12
54,1,1,0.484902343,1,1,68,0.75,3,68,61
55,1,0,0.437654852,0,1,0,0.75,3,54,2
56,0,1,0.608178743,0,1,0,0.75,3,52,10
57,0,1,0.524187161,0,1,0,0.75,3,26,91
58,1,0,0.611535387,0,1,0,0.75,3,86,55
59,1,1,0.742954367,1,1,83,0.75,3,83,65
60,0,1,0.493590076,0,1,0,0.75,3,2,24
61,0,1,0.846204094,0,1,0,0.75,3,48,63
62,1,0,0.520265441,0,1,0,0.75,3,95,8
63,0,1,0.575012255,0,1,0,0.75,3,46,65
64,1,1,0.588232062,1,1,85,0.75,3,85,18
65,0,0,0.408881585,1,1,62,0.75,3,54,62
66,0,1,0.70091058,0,1,0,0.75,3,44,98
67,0,0,0.492942594,1,1,67,0.75,3,3,67
68,0,0,0.509567343,1,1,34,0.75,3,51,34
69,1,1,0.741603559,1,1,88,0.75,3,88,46
70,1,1,0.70019186,1,1,91,0.75,3,91,3
71,0,0,0.556237081,1,1,53,0.75,3,29,53
72,0,1,0.570233866,0,1,0,0.75,3,14,99
73,0,1,0.439590658,0,1,0,0.75,3,1,73
74,0,1,0.770278119,0,1,0,0.75,3,32,40
75,1,1,0.707005366,1,1,54,0.75,3,54,60
76,0,1,0.498911807,0,1,0,0.75,3,83,58
77,1,0,0.52297249,0,1,0,0.75,3,68,51
78,1,1,0.53820236,1,1,92,0.75,3,92,15
79,1,0,0.664863778,0,1,0,0.75,3,76,30
80,0,1,0.450259778,0,1,0,0.75,3,17,51
81,0,0,0.308298157,1,1,15,0.75,3,97,15
82,0,0,0.76423978,1,1,41,0.75,3,35,41
83,1,1,0.577632068,1,1,60,0.75,3,60,60
84,0,1,0.622240428,0,1,0,0.75,3,74,81
85,1,1,0.577597053,1,1,88,0.75,3,88,48
86,0,1,0.702717796,0,1,0,0.75,3,34,68
87,0,1,0.502918651,0,1,0,0.75,3,47,76
88,1,1,0.574921397,1,1,17,0.75,3,17,19
89,0,1,0.852193229,0,1,0,0.75,3,47,62
90,1,1,0.286248442,1,1,46,0.75,3,46,77
91,0,1,0.630957139,0,1,0,0.75,3,13,43
92,1,0,0.473534728,0,1,0,0.75,3,64,44
93,1,0,0.586186381,0,1,0,0.75,3,90,49
94,1,1,0.5748894,1,1,43,0.75,3,43,22
95,1,0,0.41223823,0,1,0,0.75,3,18,84
96,0,0,0.647618714,1,1,51,0.75,3,30,51
97,1,1,0.769538872,1,1,6,0.75,3,6,11
98,0,1,0.478875778,0,1,0,0.75,3,7,37
99,0,1,0.487583433,0,1,0,0.75,3,3,83
100,1,0,0.810876012,0,0,0,0.2,3,56,13
101,0,0,0.622840518,1,0,65,0.2,3,57,65
102,0,0,0.554257204,1,0,74,0.2,3,31,74
103,0,0,0.464215813,1,0,72,0.2,3,76,72
104,1,0,0.68149064,0,0,0,0.2,3,68,11
105,0,0,0.68220604,1,0,96,0.2,3,94,96
106,1,1,0.818842006,1,0,49,0.2,3,49,43
107,0,0,0.502212307,1,0,57,0.2,3,52,57
108,1,0,0.526217448,0,0,0,0.2,3,79,10
109,1,0,0.693608067,0,0,0,0.2,3,58,49
110,1,1,0.574208411,1,0,77,0.2,3,77,16
111,1,0,0.499652563,0,0,0,0.2,3,93,31
112,0,1,0.443523245,0,0,0,0.2,3,22,14
113,1,0,0.478240973,0,0,0,0.2,3,61,35
114,0,0,0.542959921,1,0,67,0.2,3,47,67
115,1,1,0.893570516,1,0,62,0.2,3,62,52
116,0,1,0.534215137,0,0,0,0.2,3,21,80
117,1,0,0.524917955,0,0,0,0.2,3,68,58
118,1,0,0.412246984,0,0,0,0.2,3,2,7
119,0,1,0.391587017,0,0,0,0.2,3,23,25
120,1,1,0.652222328,1,0,92,0.2,3,92,91
121,0,0,0.494269555,1,0,89,0.2,3,77,89
122,0,0,0.550921689,1,0,99,0.2,3,54,99
123,0,0,0.476968648,1,0,33,0.2,3,7,33
124,0,0,0.798203169,1,0,99,0.2,3,20,99
125,0,0,0.61420078,1,0,62,0.8,3,2,62
126,1,1,0.849531458,1,0,97,0.8,3,97,66
127,1,0,0.755530314,0,0,0,0.8,3,84,61
128,0,1,0.552920885,0,0,0,0.8,3,45,80
129,1,1,0.550850149,1,0,100,0.8,3,100,62
130,0,1,0.516872573,0,0,0,0.8,3,80,38
131,0,1,0.508255474,0,0,0,0.8,3,49,18
132,1,1,0.588272209,1,0,14,0.8,3,14,6
133,0,1,0.768895616,0,0,0,0.8,3,22,16
134,0,0,0.54216966,1,0,39,0.8,3,84,39
135,1,1,0.972844986,1,0,33,0.8,3,33,2
136,0,1,1.026212618,0,0,0,0.8,3,74,97
137,0,0,1.101524013,1,0,32,0.8,3,16,32
138,0,0,0.533641006,1,0,96,0.8,3,74,96
139,1,0,0.57222461,0,0,0,0.8,3,6,3
140,0,1,0.505536954,0,0,0,0.8,3,72,40
141,1,1,0.641611165,1,0,13,0.8,3,13,28
142,1,1,0.63630815,1,0,99,0.8,3,99,37
143,0,1,0.966923466,0,0,0,0.8,3,60,79
144,0,1,0.884197569,0,0,0,0.8,3,27,45
145,1,1,0.524912522,1,0,44,0.8,3,44,6
146,1,0,0.676184002,0,0,0,0.8,3,94,5
147,0,1,0.549565447,0,0,0,0.8,3,51,54
148,0,1,0.515505465,0,0,0,0.8,3,7,77
149,1,1,0.706926279,1,0,66,0.8,3,66,62
150,0,1,0.798846123,0,0,0,0.2,3,45,94
151,0,0,0.634876142,1,0,79,0.2,3,15,79
152,1,0,0.757499324,0,0,0,0.2,3,78,76
153,0,0,0.579608021,1,0,33,0.2,3,54,33
154,0,0,0.664172829,1,0,53,0.2,3,9,53
155,0,0,0.809587084,1,0,65,0.2,3,91,65
156,1,0,0.781579024,0,0,0,0.2,3,87,52
157,0,1,0.42620483,0,0,0,0.2,3,6,67
158,0,0,0.492911503,1,0,24,0.2,3,65,24
159,1,0,0.637541837,0,0,0,0.2,3,89,99
160,1,0,0.712271857,0,0,0,0.2,3,35,9
161,0,1,0.631545759,0,0,0,0.2,3,67,42
162,0,0,0.602188098,1,0,99,0.2,3,46,99
163,0,0,0.646217496,1,0,49,0.2,3,45,49
164,0,0,0.456349432,1,0,62,0.2,3,2,62
165,1,0,0.618257431,0,0,0,0.2,3,87,2
166,1,0,0.9735302,0,0,0,0.2,3,94,77
167,1,0,0.850865362,0,0,0,0.2,3,48,75
168,1,0,0.684901921,0,0,0,0.2,3,57,22
169,1,1,0.749613925,1,0,100,0.2,3,100,40
170,0,1,0.747541378,0,0,0,0.2,3,41,27
171,1,0,0.537654188,0,0,0,0.2,3,22,8
172,1,1,0.752291695,1,0,87,0.2,3,87,23
173,1,1,0.846255711,1,0,69,0.2,3,69,49
174,0,1,0.528213625,0,0,0,0.8,3,18,52
175,0,1,0.555552772,0,0,0,0.8,3,1,84
176,0,1,0.82495128,0,0,0,0.8,3,17,42
177,0,1,0.652275153,0,0,0,0.8,3,21,41
178,0,0,0.485594802,1,0,96,0.8,3,91,96
179,1,1,0.72619348,1,0,71,0.8,3,71,34
180,0,1,0.965526474,0,0,0,0.8,3,14,14
181,0,1,0.938881296,0,0,0,0.8,3,43,70
182,0,1,0.809586783,0,0,0,0.8,3,67,93
183,1,0,0.469578898,0,0,0,0.8,3,33,49
184,1,0,0.654913983,0,0,0,0.8,3,60,51
185,1,1,0.832857507,1,0,22,0.8,3,22,1
186,1,1,0.779635369,1,0,19,0.8,3,19,19
187,0,0,0.455522345,1,0,78,0.8,3,21,78
188,0,1,0.392921826,0,0,0,0.8,3,72,62
189,0,0,0.56487712,1,0,80,0.8,3,26,80
190,0,1,0.386162655,0,0,0,0.8,3,28,84
191,1,1,0.582865959,1,0,49,0.8,3,49,69
192,1,1,0.979513299,1,0,23,0.8,3,23,9
193,0,1,0.456203333,0,0,0,0.8,3,36,81
194,1,1,0.610182164,1,0,64,0.8,3,64,14
195,1,0,0.806239495,0,0,0,0.8,3,75,57
196,0,0,0.482322074,1,0,58,0.8,3,50,58
197,1,1,0.586868275,1,0,62,0.8,3,62,2
198,0,1,0.631619412,0,0,0,0.8,3,32,94
199,0,0,0.610209331,1,0,62,0.8,3,31,62
0,0,1,3.479498655,0,1,0,0.75,2,27,15
1,1,1,0.985245684,1,1,78,0.75,2,78,85
2,1,1,0.621811998,1,1,64,0.75,2,64,29
3,0,1,0.74508358,0,1,0,0.75,2,73,91
4,0,1,0.822167031,0,1,0,0.75,2,90,12
5,0,0,0.000297018,1,1,62,0.75,2,77,62
6,0,1,2.069600043,0,1,0,0.75,2,21,29
7,0,1,3.230898097,0,1,0,0.75,2,5,51
8,0,0,3.145828359,1,1,54,0.75,2,16,54
9,0,1,9.767438421,0,1,0,0.75,2,72,6
10,1,1,1.676966213,1,1,13,0.75,2,13,44
11,1,1,0.66180229,1,1,23,0.75,2,23,22
12,1,0,0.551090591,0,1,0,0.75,2,46,92
13,1,1,0.892999518,1,1,47,0.75,2,47,70
14,1,1,1.300987133,1,1,9,0.75,2,9,12
15,1,1,0.605044962,1,1,51,0.75,2,51,36
16,1,1,0.536997624,1,1,8,0.75,2,8,31
17,0,1,0.407713839,0,1,0,0.75,2,17,31
18,0,1,0.467703654,0,1,0,0.75,2,75,57
19,1,1,0.317059013,1,1,34,0.75,2,34,80
20,1,1,0.308412586,1,1,31,0.75,2,31,47
21,1,1,0.427721814,1,1,82,0.75,2,82,80
22,1,1,0.614522376,1,1,99,0.75,2,99,42
23,1,1,0.537799029,1,1,97,0.75,2,97,74
24,1,1,0.360520253,1,1,58,0.75,2,58,36
25,1,1,1.050366005,1,1,24,0.75,2,24,95
26,1,1,0.476491648,1,1,30,0.75,2,30,76
27,1,1,0.596959971,1,1,68,0.75,2,68,2
28,1,1,0.401068963,1,1,58,0.75,2,58,76
29,1,0,0.56502871,0,1,0,0.75,2,20,92
30,1,1,0.338320562,1,1,96,0.75,2,96,35
31,1,1,0.449127343,1,1,34,0.75,2,34,8
32,1,1,0.563026554,1,1,15,0.75,2,15,86
33,1,1,0.472357542,1,1,33,0.75,2,33,10
34,1,0,0.673660679,0,1,0,0.75,2,12,55
35,1,1,0.515089517,1,1,78,0.75,2,78,92
36,1,0,0.602331351,0,1,0,0.75,2,80,53
37,1,1,0.526454687,1,1,59,0.75,2,59,6
38,1,1,1.596934616,1,1,8,0.75,2,8,45
39,1,1,0.401114844,1,1,20,0.75,2,20,70
40,1,0,0.47699513,0,1,0,0.75,2,78,27
41,1,1,0.525656904,1,1,36,0.75,2,36,90
42,1,0,6.012106809,0,1,0,0.75,2,84,46
43,0,1,0.647689703,0,1,0,0.75,2,14,24
44,1,0,0.713738809,0,1,0,0.75,2,70,20
45,1,1,0.47315925,1,1,20,0.75,2,20,85
46,1,0,0.722389463,0,1,0,0.75,2,40,75
47,1,1,0.633725625,1,1,34,0.75,2,34,67
48,1,1,0.388417319,1,1,93,0.75,2,93,11
49,1,1,0.465043471,1,1,84,0.75,2,84,84
50,1,1,1.471011301,1,1,63,0.75,2,63,46
51,1,0,1.54434188,0,1,0,0.75,2,87,66
52,1,1,0.550352573,1,1,22,0.75,2,22,91
53,1,1,0.364495587,1,1,7,0.75,2,7,12
54,1,1,0.897664574,1,1,68,0.75,2,68,61
55,1,0,1.297668015,0,1,0,0.75,2,54,2
56,1,1,0.489725859,1,1,52,0.75,2,52,10
57,1,1,1.074242159,1,1,26,0.75,2,26,91
58,1,0,3.619578325,0,1,0,0.75,2,86,55
59,1,1,0.871071188,1,1,83,0.75,2,83,65
60,1,1,0.392357337,1,1,2,0.75,2,2,24
61,1,1,1.180308724,1,1,48,0.75,2,48,63
62,1,0,0.904979853,0,1,0,0.75,2,95,8
63,1,1,0.921003438,1,1,46,0.75,2,46,65
64,1,1,1.080337067,1,1,85,0.75,2,85,18
65,1,0,1.336976736,0,1,0,0.75,2,54,62
66,1,1,0.575711704,1,1,44,0.75,2,44,98
67,1,0,0.452391524,0,1,0,0.75,2,3,67
68,1,0,0.502402859,0,1,0,0.75,2,51,34
69,1,1,0.43037264,1,1,88,0.75,2,88,46
70,1,1,0.67300899,1,1,91,0.75,2,91,3
71,1,0,2.066217537,0,1,0,0.75,2,29,53
72,1,1,1.795574249,1,1,14,0.75,2,14,99
73,1,1,1.063586331,1,1,1,0.75,2,1,73
74,1,1,1.137021651,1,1,32,0.75,2,32,40
75,1,1,0.760348622,1,1,54,0.75,2,54,60
76,1,1,0.494447059,1,1,83,0.75,2,83,58
77,1,0,1.006396756,0,1,0,0.75,2,68,51
78,1,1,0.450550857,1,1,92,0.75,2,92,15
79,1,0,1.044351992,0,1,0,0.75,2,76,30
80,1,1,2.974225527,1,1,17,0.75,2,17,51
81,1,0,1.147758373,0,1,0,0.75,2,97,15
82,1,0,0.905663236,0,1,0,0.75,2,35,41
83,1,1,0.593695186,1,1,60,0.75,2,60,60
84,1,1,0.365674906,1,1,74,0.75,2,74,81
85,1,1,0.779107551,1,1,88,0.75,2,88,48
86,1,1,0.655735152,1,1,34,0.75,2,34,68
87,1,1,0.61768906,1,1,47,0.75,2,47,76
88,1,1,0.557117584,1,1,17,0.75,2,17,19
89,1,1,0.539099389,1,1,47,0.75,2,47,62
90,1,1,0.35382346,1,1,46,0.75,2,46,77
91,1,1,0.359716734,1,1,13,0.75,2,13,43
92,1,0,0.445011348,0,1,0,0.75,2,64,44
93,1,0,0.639122963,0,1,0,0.75,2,90,49
94,1,1,1.05762997,1,1,43,0.75,2,43,22
